Weight,Last,First,Conference,Finish,ELO
184,Stewart,Noah,EIWA,NQ,1333.81
184,Allard,Trevor,EWL,NQ,
184,Ancewicz,Zach,EWL,NQ,
184,Bulsak,Greg,EWL,cons 32,1352.57
184,Corba,Nick,EWL,NQ,1323.58
184,Harrison,Austin,EWL,NQ,
184,Hazel,Corey,EWL,cons 24,1315.59
184,Stinson,Wayne,EWL,NQ,
184,Agee,Antonio,MAC,NQ,
184,Ellingwood,Jordan,MAC,cons 16,1351.7
184,Gorman,Bryce,MAC,cons 32,1252.28
184,MacCallum,Kayne,MAC,cons 24,1285.11
184,Marriott,Canten,MAC,cons 24,1307.39
184,McCracken,Colin,MAC,NQ,
184,Perry,Brett,MAC,NQ,
184,Yeargan,Hunter,MAC,NQ,
184,Coleman,Bob,Pac 12,NQ,
184,Ducharme,Dom,Pac 12,NQ,
184,Flores,Austin,Pac 12,NQ,
184,Norfleet,Kordell,Pac 12,cons 32,1301.33
184,Wilhelm,Matt,Pac 12,NQ,
184,Andrews,Charlie,SoCon,NQ,
184,Beck,Chris,SoCon,NQ,
184,Carr,Bryce,SoCon,cons 12,1393.77
184,Clothier,Alan,SoCon,cons 33,1338.92
184,Fenn,Conor,SoCon,NQ,
184,Gozinez,Jake,SoCon,NQ,
184,Graves,Cole,SoCon,NQ,
184,Lopouchanski,Michael,SoCon,NQ,
197,Aiello,Jay,ACC,NQ,1299.28
197,Chaid,Daniel,ACC,cons 24,NA
197,Haught,Jared,ACC,2,1432.04
197,Macchiavello,Michael,ACC,1,1406.84
197,Schenk,Alec,ACC,NQ,
197,Stout, Kellan,ACC,NQ,1303.59
197,Colbray,Samuel,Big 12,NQ,
197,Dixon,Andrew,Big 12,NQ,
197,Eaton,Cordell,Big 12,NQ,
197,Hokit, Josh,Big 12,NQ,1309.69
197,Holschlag,Jacob,Big 12,5,1367.78
197,McLaughlin,Anthony,Big 12,NQ,
197,Orndorff,Tanner,Big 12,cons 32,1290.29
197,Paine,Luke,Big 12,NQ,
197,Rotert,Nate,Big 12,cons 12,1345.69
197,Seely,Jacob,Big 12,cons 32,1287.58
197,Smith,Jacob,Big 12,cons 16,1359.66
197,Weigel,Preston,Big 12,cons 32,1364.22
197,Anderson,Dylan,Big Ten,NQ,
197,Beazley,Kevin,Big Ten,NQ,1359.52
197,Brunner,Christian,Big Ten,cons 24,1346.76
197,Chakonis, Zack,Big Ten,NQ,1307.97
197,Kleimola,Jake,Big Ten,NQ,
197,Lee,Andre,Big Ten,NQ,
197,May,Nck,Big Ten,NQ,
197,Messner,Anthony,Big Ten,NQ,
197,Moore,Kollin,Big Ten,4,1420.78
197,Rasheed,Shakur,Big Ten,7,1424.86
197,Ritter,Hunter,Big Ten,cons 24,1346.14
197,Schultz,Eric,Big Ten,cons 16,1328.63
197,Whisler, David-Brian,Big Ten,NQ,1304.58
197,Wilcke,Cash,Big Ten,cons 12,1363.97
197,Brucki,Patrick,EIWA,cons 24,1401.05
197,Bulkin,Michael,EIWA,NQ,
197,Caywood,Rocco,EIWA,cons 24,1324.03
197,Cervantes, Steban,EIWA,NQ,1301.93
197,Darmstadt,Ben,EIWA,6,1461.4
197,Haddad,Nazar,EIWA,NQ,
197,Kasunic,Jeric,EIWA,cons 24,1387.1
197,Loiseau,Stephen,EIWA,cons 24,1363.14
197,Mattiace,Frank,EIWA,cons 12,1395.06
197,Melikian,Alex,EIWA,NQ,
197,Reese,Chad,EIWA,NQ,
197,Robilotto,Phillip,EIWA,NQ,
197,Stormer,Rico,EIWA,NQ,
197,Toci,Joe,EIWA,NQ,
197,Weiler,Chris,EIWA,cons 12,1389.36
197,Ziegler,Tucker,EIWA,NQ,
197,Conti,Dustin,EWL,cons 32,1298.83
197,Kelbly,John,EWL,NQ,
197,Laird, Ethan,EWL,NQ,1312.22
197,Reynolds,Dylan,EWL,NQ,
197,Spencer,Eli,EWL,NQ,
197,Sponseller,Tristan,EWL,NQ,
197,Womelsdorf,Logan,EWL,NQ,
197,Ariola,Joe,MAC,NQ,
197,Atienza,Jordan,MAC,cons 32,1310.07
197,Bushman,Noah,MAC,NQ,
197,Conel,Kyle,MAC,3,1367.74
197,Hillman,Derek,MAC,NQ,
197,Ihry,Max,MAC,NQ,
197,Miklus,Willie,MAC,8,1402.36
197,Naples,Aaron,MAC,NQ,
197,Belshay,Cade,Pac 12,NQ,
197,Griego,Corey,Pac 12,cons 33,1340.38
197,Lane,Thomas,Pac 12,cons 24,1282.98
197,Traxler,Nathan,Pac 12,cons 16,1353.18
197,Williams,Matt,Pac 12,cons 16,1363.97
197,Boykin,Scottie,SoCon,cons 32,1346.98
197,Diabe,Randall,SoCon,cons 32,1289.91
197,Dulaney,Christian,SoCon,NQ,
197,Kober,Chris,SoCon,NQ,
197,Koch,Jake,SoCon,NQ,
197,Perrine,Anthony,SoCon,NQ,
197,Pritchard,Konner,SoCon,NQ,
197,Root,Sawyer,SoCon,cons 32,1272.51
197,Marsden, Andrew,,NQ,1327.2
285,Boykin,Michael,ACC,cons 24,1361.53
285,Dunn,Andrew,ACC,cons 24,1332.08
285,Gilliland-Daniel,Cory,ACC,cons 32,1227.70
285,Kasper,Jacob,ACC,4,1424.18
285,Love,Tyler,ACC,cons 32,1240.21
285,Solomon,Ryan,ACC,cons 24,1355.6
285,Dennison,Dustin,Big 12,cons 32,1323.13
285,Eagan,Sam,Big 12,NQ,
285,Harrington, Marcus,Big 12,NQ,1301.02
285,Isley, Carter,Big 12,NQ,1303.37
285,Macki,Alex,Big 12,NQ,
285,Nevills,AJ,Big 12,cons 32,1356.21
285,Ngati,Brandon,Big 12,NQ,
285,Stibral,Daniel,Big 12,NQ,
285,Wagner,Matt,Big 12,NQ,
285,Webb,Connor,Big 12,NQ,
285,White,Derek,Big 12,cons 12,1369.95
285,Winters,Robert,Big 12,NQ,
285,Coon,Adam,Big Ten,2,1502.12
285,Gross,Razohn,Big Ten,NQ,
285,Hemida,Youssif,Big Ten,8,1366.21
285,Jennings,Conan,Big Ten,cons 32,1335.59
285,Jensen,David,Big Ten,NQ,
285,Miller,Fletcher,Big Ten,NQ,
285,Nevills,Nick,Big Ten,7,1420.64
285,Rachal,Duece,Big Ten,NQ,
285,Rebottaro,Christian,Big Ten,NQ,
285,Snyder,Kyle,Big Ten,1,1521.07
285,Stoll,Samuel,Big Ten,5,1400.25
285,Stone,Ben,Big Ten,NQ,
285,Streck,Shawn,Big Ten,cons 16,1332
285,Streifel,Rylee,Big Ten,NQ,1298.6
285,Araneo,Christian,EIWA,NQ,1352.81
285,Butterbrodt,Ian,EIWA,NQ,
285,Cowell,Angus,EIWA,NQ,
285,Dee,Sean,EIWA,NQ,
285,Dempsey,Brett,EIWA,cons 33,1302.76
285,Hartnett,John,EIWA,NQ,
285,Heald,Robert,EIWA,NQ,
285,Hughes,Mike,EIWA,6,1420.61
285,O’Malley,Sean,EIWA,NQ,
285,Pelusi,Antonio,EIWA,cons 24,1292.01
285,Piehl,Andrew,EIWA,NQ,
285,Ryan,Garrett,EIWA,cons 24,1371.08
285,Stokes,Brandon,EIWA,NQ,
285,Sweany,Jeramy,EIWA,cons 24,1310.36
285,Wood,Jordan,EIWA,cons 12,1375.96
285,Cahill,Toby,EWL,NQ,
285,Correnti,Mauro,EWL,NQ,
285,Graeber,Bruce,EWL,NQ,
285,Haines,Thomas,EWL,cons 16,1388.44
285,Kelly,Collin,EWL,NQ,
285,Miller,William,EWL,cons 16,1372.10
285,Voss,Matt,EWL,cons 24,1320.35
285,Gossett,Caleb,MAC,NQ,
285,Gunning,Jake,MAC,cons 32,1306.36
285,Hutchison,Gage,MAC,cons 32,1313.85
285,Koelling,Wyatt,MAC,NQ,
285,Parker,Zack,MAC,NQ,
285,Stencel,Matt,MAC,cons 32,1324.63
285,Suglio,Stephen,MAC,cons 24,1299.44
285,Wahab,Ali,MAC,NQ,
285,Butler,Nathan,Pac 12,cons 12,1388.48
285,Dhesi,Amar,Pac 12,3,1420.42
285,Empey,Spencer,Pac 12,NQ,
285,Hall,Tanner,Pac 12,cons 16,1409.68
285,Penyacsek,Mark,Pac 12,NQ,
285,Bumgarner,Lathan,SoCon,NQ,
285,Cooley,Will,SoCon,NQ,
285,Heino,Jere,SoCon,cons 12,1361.56
285,Helton,Tommy,SoCon,NQ,
285,McAleavey,Michael,SoCon,NQ,
285,Miller,Cary,SoCon,NQ,1301.86
285,Tolley,Connor,SoCon,NQ,
285,Tomlinson,Jake,SoCon,NQ,
